DATE,GEXPND_GDP
1993-10-01,0.33825871453995002380
1994-01-01,0.33307348363860402392
1994-04-01,0.33023151455422992160
1994-07-01,0.33165108800551078798
1994-10-01,0.33186927185106732295
1995-01-01,0.33343480953736289579
1995-04-01,0.33465637831013519726
1995-07-01,0.33241421947449768161
1995-10-01,0.32764359249289747325
1996-01-01,0.32953860904054003905
1996-04-01,0.32583195980500047306
1996-07-01,0.32260919634090430587
1996-10-01,0.32125188458614651665
1997-01-01,0.31874291119267744514
1997-04-01,0.31581773307938594818
1997-07-01,0.31207494369906899864
1997-10-01,0.31258727704959680727
1998-01-01,0.30772854616488166668
1998-04-01,0.30733060273260005715
1998-07-01,0.30377826263661048666
1998-10-01,0.30272172632833408167
1999-01-01,0.30026438676881098374
1999-04-01,0.29963266020953886498
1999-07-01,0.29891593099504888319
1999-10-01,0.29741585784480600700
2000-01-01,0.29503580826957738174
2000-04-01,0.29423433345248226452
2000-07-01,0.29427931190693640638
2000-10-01,0.29486930053333524922
2001-01-01,0.30172219119499041286
2001-04-01,0.30355256013924370498
2001-07-01,0.30668713042503350700
2001-10-01,0.30831363562768531525
2002-01-01,0.31000258412494559249
2002-04-01,0.31189088759627903885
2002-07-01,0.31243095578795986300
2002-10-01,0.31607737839163622730
2003-01-01,0.31833431141054411644
2003-04-01,0.31971837397655326343
2003-07-01,0.31477698475862096391
2003-10-01,0.31270549800221339037
2004-01-01,0.31492993094309317259
2004-04-01,0.31277579206253999612
2004-07-01,0.31160904274774167015
2004-10-01,0.31123995551979748331
2005-01-01,0.31209958643048138295
2005-04-01,0.31306956719361128897
2005-07-01,0.31169668914855983163
2005-10-01,0.31371098614824311095
2006-01-01,0.31167538093579261233
2006-04-01,0.31276383099514276783
2006-07-01,0.31423427014691722044
2006-10-01,0.31227654063893526557
2007-01-01,0.31798810985117501981
2007-04-01,0.31775105384282123876
2007-07-01,0.31732907107071116532
2007-10-01,0.32003689541008102646
2008-01-01,0.32569492170487021432
2008-04-01,0.34762104718272011874
2008-07-01,0.33796183357850494234
2008-10-01,0.34005744548438093146
2009-01-01,0.35144266783803616745
2009-04-01,0.36946696997460434687
2009-07-01,0.37198980160762124980
2009-10-01,0.36904875922723928274
2010-01-01,0.37540701090592914373
2010-04-01,0.37101699318870879717
2010-07-01,0.36886396655896713490
2010-10-01,0.36803646622434205247
2011-01-01,0.36889647063933991669
2011-04-01,0.36609607691284611978
2011-07-01,0.36019978386144043202
2011-10-01,0.35649113788785588670
2012-01-01,0.35227367354737818137
2012-04-01,0.35055255745373541295
2012-07-01,0.34713997550985409436
2012-10-01,0.34975083537284956785
2013-01-01,0.34404621091733646292
2013-04-01,0.34412329998342341467
2013-07-01,0.34103056203345198112
2013-10-01,0.33685124693433062089
2014-01-01,0.33968670918360635515
2014-04-01,0.33667840519330422708
2014-07-01,0.33492754091787240888
2014-10-01,0.33300293021052428718
2015-01-01,0.33296062593513591517
2015-04-01,0.33204117940182654591
2015-07-01,0.33195873535387118356
2015-10-01,0.33301820581024781647
2016-01-01,0.33418705288682997588
2016-04-01,0.33326645657394346021
2016-07-01,0.33357660304975852169
2016-10-01,0.33190366203636080868
2017-01-01,0.33081021456342802458
2017-04-01,0.32990476609186576640
2017-07-01,0.32959229634595770832
2017-10-01,0.32807769780694246448
2018-01-01,0.32808440183053089793
2018-04-01,0.32785674919923963101
2018-07-01,0.32864065147087969116
2018-10-01,0.32989079358903192672
2019-01-01,0.33170099476166794433
2019-04-01,0.33157481405073268824
2019-07-01,0.33169819861120944090
2019-10-01,0.33022218662153267651
2020-01-01,0.33688999454064091883
2020-04-01,0.54787584744638274141
